movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion,elapsed_time,gaze,blink,eye_offset
baa26895-85b2-465b-a972-649b41d9870e,67,0.0522499,3.49E-09,0.00258183,0.0614068,0.656677,3.28E-05,99.2271,neutral,69,1,0,18.3349
baa26895-85b2-465b-a972-649b41d9870e,68,0.0192422,1.10E-06,1.09902,0.0138876,97.3969,0.000447609,1.47051,sad,70,0,0,29.8253
baa26895-85b2-465b-a972-649b41d9870e,69,1.4545,3.44E-07,1.82425,1.96776,1.85218,0.0838412,92.8175,neutral,72,1,0,13.141
baa26895-85b2-465b-a972-649b41d9870e,70,80.4311,0.00956099,2.7626,2.2463,10.2344,4.09676,0.219286,angry,73,0,0,35.4129
baa26895-85b2-465b-a972-649b41d9870e,71,7.33246,0.415562,15.4732,1.65956,73.3378,1.40842,0.373052,sad,74,0,0,26.6493
baa26895-85b2-465b-a972-649b41d9870e,72,1.52E-05,5.66E-10,2.09E-06,99.9778,0.0136913,8.51E-07,0.00846949,happy,75,0,0,27.9474
baa26895-85b2-465b-a972-649b41d9870e,73,95.0563,0.663899,2.97119,0.150153,0.935798,0.182032,0.0405743,angry,76,0,0,25.0911
baa26895-85b2-465b-a972-649b41d9870e,74,0.0257447,1.26E-08,0.168516,0.0297028,0.00524772,99.7691,0.00167876,surprise,77,1,0,20.5913
baa26895-85b2-465b-a972-649b41d9870e,75,2.07251,0.000516364,0.555893,29.2021,66.4344,0.0182273,1.71631,sad,78,1,0,20.37
baa26895-85b2-465b-a972-649b41d9870e,76,0.219587,1.49E-05,1.53708,7.17038,2.86064,0.0903385,88.1219,neutral,79,1,0,16.4522
baa26895-85b2-465b-a972-649b41d9870e,77,5.84451,0.021909,2.3605,13.1785,38.9612,0.197639,39.4358,neutral,80,1,0,21.1484
baa26895-85b2-465b-a972-649b41d9870e,78,0.22216,0.873904,1.19437,92.494,4.97095,0.00403629,0.2406,happy,81,1,0,1.6847
